element_type,osmid,name,name:ca,name:de,name:en,name:es,name:he,tourism,website,wikidata,wikipedia,geometry,barrier,foot,fee,natural,castle_type,castle_type:ca,ele,historic,note,ruins,toilets:wheelchair,wheelchair,wheelchair:description,addr:housenumber,addr:postcode,addr:street,email,name:eo,name:fr,phone,description,nodes,name:sk,nudism,opening_hours,surface,leisure,sport,amenity,building,religion,aeroway,area,display_name,source,place,abandoned:landuse,access,shop,ways,type,landuse,contact:phone,contact:website,image,image:0,man_made,seamark:light:1:character,seamark:light:1:colour,seamark:light:1:group,seamark:light:1:height,seamark:light:1:period,seamark:light:1:range,seamark:light:1:sector_end,seamark:light:1:sector_start,seamark:light:1:sequence,seamark:light:reference,seamark:name,seamark:type,start_date,wikimedia_commons,archaeological_site,site_type,drinking_water,comment,craft,handrail,highway,incline,lit,ramp,step_count,bridge,heritage,heritage:operator,layer,tower:type,denomination,architect,addr:city,operator,artwork_type,description:en,alt_name,official_name,building:architecture,height,url,url:0,contact:facebook,contact:instagram,contact:twitter,contact:youtube,opening_hours:covid19,date,alt_name:en,source:description,building:colour,building:material,name:lt,name:ru,note:fee,roof:colour,product,material,waterway,charge,building:levels,source:date
relation,2286045,Parc natural de Mondragó,Parc natural de Mondragó,,,,,attraction,,,,"POLYGON ((3.180879 39.3352013, 3.1804868 39.3355221, 3.1802744 39.3354338, 3.1797227 39.3352418, 3.1792394 39.3350157, 3.178941 39.3348449, 3.1786964 39.3346926, 3.1783801 39.3344803, 3.1780392 39.3342765, 3.1779863 39.3342449, 3.1776522 39.3340003, 3.1774015 39.3337511, 3.1772285 39.3334696, 3.1769958 39.3331834, 3.1769284 39.3331218, 3.1765742 39.3329751, 3.1756928 39.3327375, 3.1754761 39.3327024, 3.1753488 39.3327048, 3.175264 39.3327417, 3.1751235 39.3328716, 3.1751102 39.3328834, 3.1747403 39.333225, 3.1740719 39.333848, 3.1737736 39.3341203, 3.1735647 39.334388, 3.1734605 39.3345697, 3.1733352 39.334939, 3.1732517 39.3353451, 3.1731264 39.3357143, 3.1730369 39.3359081, 3.1728554 39.3360829, 3.172717 39.3361982, 3.1726251 39.3363558, 3.1725468 39.336441, 3.1722251 39.337105, 3.1720876 39.337339, 3.1720198 39.3374247, 3.1719226 39.3374932, 3.1709344 39.3379516, 3.1704102 39.3382056, 3.1697666 39.3394456, 3.1701145 39.3395164, 3.1703325 39.3395144, 3.1707122 39.3393482, 3.1712397 39.3390775, 3.1714633 39.3389999, 3.1716163 39.3390072, 3.1717634 39.3390748, 3.1719705 39.3392432, 3.1722927 39.3395332, 3.1725651 39.3397507, 3.1731809 39.3400564, 3.1738788 39.34028, 3.1747266 39.34046, 3.1751199 39.3405463, 3.1753903 39.3406879, 3.1756392 39.3408805, 3.1760182 39.3411168, 3.1762849 39.3412807, 3.1754178 39.3420737, 3.1743983 39.3414389, 3.1734809 39.3412462, 3.1729938 39.3429555, 3.1727257 39.343467, 3.1721602 39.3431795, 3.1713483 39.3439118, 3.1687571 39.3435004, 3.1661907 39.343943, 3.1663924 39.3449498, 3.1642422 39.3471294, 3.1633838 39.3476927, 3.1626594 39.3481787, 3.1613574 39.3484389, 3.1622599 39.3492001, 3.1618099 39.3498794, 3.1641279 39.3503928, 3.1638341 39.3516357, 3.1627598 39.3529164, 3.1637965 39.3534579, 3.1635816 39.3541294, 3.1627698 39.3538508, 3.1620878 39.3541151, 3.1612368 39.3550069, 3.1599934 39.355552, 3.1584653 39.35635, 3.1574788 39.3565268, 3.1557782 39.3577769, 3.1593928 39.3588663, 3.1631125 39.3608872, 3.1665364 39.3638418, 3.1696131 39.3669688, 3.1726825 39.369218, 3.1761815 39.3702252, 3.1760398 39.3708006, 3.1759547 39.3713103, 3.1760752 39.3714692, 3.1759901 39.371661, 3.175742 39.3719295, 3.1752458 39.3722199, 3.1748701 39.3724556, 3.1747212 39.3725816, 3.1747567 39.3727515, 3.1748346 39.3730858, 3.1749622 39.3733214, 3.1752529 39.3736886, 3.175742 39.3734365, 3.1762524 39.3732228, 3.1767274 39.3731625, 3.1773512 39.3730364, 3.1775213 39.3729378, 3.1776489 39.3727351, 3.1778829 39.3726035, 3.1784145 39.3724501, 3.1793077 39.3721651, 3.1800875 39.3718309, 3.1807822 39.3715021, 3.1812855 39.3714692, 3.1817108 39.3714527, 3.1826111 39.3714418, 3.1830719 39.371524, 3.1836319 39.3715678, 3.183958 39.3713979, 3.1843479 39.3710034, 3.1846598 39.3705595, 3.1851419 39.3699731, 3.1854183 39.3695237, 3.1855672 39.369036, 3.1855885 39.3686469, 3.1858578 39.3681317, 3.1863328 39.3678358, 3.1868574 39.3674357, 3.1875352 39.3668588, 3.1880554 39.3662684, 3.1883602 39.36583, 3.1888989 39.3650956, 3.1895866 39.3641694, 3.1897921 39.3636871, 3.1899197 39.3632157, 3.1901324 39.3627499, 3.190501 39.3622785, 3.1909567 39.3616951, 3.1914428 39.3610461, 3.1918054 39.3603657, 3.1921244 39.3598012, 3.1921527 39.359434, 3.1920464 39.3586831, 3.1918656 39.3580169, 3.1913308 39.3575766, 3.1911457 39.3573707, 3.1910398 39.3570957, 3.1911674 39.3569455, 3.1919046 39.3568414, 3.1923087 39.3562385, 3.1932161 39.3548024, 3.1938753 39.3541336, 3.1938257 39.3533553, 3.194563 39.3527633, 3.1951088 39.3523028, 3.1954554 39.3518241, 3.1953346 39.3518506, 3.1953213 39.3516803, 3.195202 39.3518931, 3.1950586 39.351927, 3.1947786 39.3517553, 3.1944454 39.351757, 3.1941399 39.3518059, 3.1941272 39.3517648, 3.19432 39.3516548, 3.1941073 39.3515859, 3.1941059 39.3514908, 3.1938145 39.3512987, 3.1936321 39.3513695, 3.1933638 39.3512328, 3.1926818 39.3512596, 3.1925165 39.3512009, 3.1924178 39.3511972, 3.1924754 39.3516584, 3.1927409 39.3519167, 3.1930399 39.3523617, 3.1927686 39.3524769, 3.1924542 39.35218, 3.1920221 39.3519307, 3.1915999 39.3519966, 3.1912693 39.3518877, 3.1912984 39.351574, 3.1913841 39.3514186, 3.1917673 39.3503744, 3.1916704 39.3503545, 3.1916238 39.3502495, 3.1915891 39.3501945, 3.1914576 39.3501759, 3.1913441 39.3502135, 3.1912326 39.3502354, 3.19097 39.35016, 3.1908375 39.3501916, 3.1907645 39.3501759, 3.1906409 39.3502636, 3.1904747 39.3503091, 3.1903343 39.35037, 3.1902947 39.350386, 3.1902238 39.3503797, 3.1901741 39.3503993, 3.1901488 39.3503962, 3.1901447 39.3503844, 3.190167 39.3503429, 3.190162 39.3503327, 3.1901224 39.3503304, 3.1900434 39.3503923, 3.1899269 39.350426, 3.1898073 39.3504526, 3.1896119 39.3504589, 3.1895105 39.3504581, 3.189475 39.3504503, 3.1894223 39.3504291, 3.189398 39.3504111, 3.1893909 39.3503986, 3.1893787 39.3503837, 3.1893878 39.3503735, 3.1893868 39.3503523, 3.1894081 39.3503445, 3.1894304 39.3503163, 3.1894193 39.3502928, 3.189398 39.3502693, 3.1893564 39.3502505, 3.18932 39.3502497, 3.1892956 39.3502356, 3.1892516 39.3502625, 3.1892257 39.3502716, 3.1891923 39.3502552, 3.1891244 39.3501643, 3.1891173 39.3501455, 3.1890707 39.3501345, 3.1889998 39.3501322, 3.1889623 39.3501463, 3.1889157 39.350176, 3.1888792 39.3502129, 3.1888782 39.350234, 3.1888812 39.3502583, 3.188862 39.3502599, 3.1888549 39.3502387, 3.1888234 39.3502339, 3.1887833 39.350255, 3.188789 39.3502915, 3.1888019 39.3503214, 3.1887924 39.3503618, 3.1888005 39.350427, 3.1887742 39.3504372, 3.1887316 39.3504325, 3.1887133 39.3504194, 3.1887043 39.3504129, 3.1886719 39.3504082, 3.1886374 39.3504208, 3.1886455 39.3504647, 3.1886838 39.3505521, 3.1886942 39.3505759, 3.1887636 39.3506623, 3.1887874 39.3506919, 3.1888636 39.35092, 3.1889094 39.3509743, 3.1889209 39.351032, 3.1889438 39.3510663, 3.1889281 39.3511062, 3.1889496 39.3511295, 3.1889614 39.3511631, 3.1889431 39.3512191, 3.1889446 39.3512803, 3.188979 39.3512992, 3.188969 39.3513479, 3.188951 39.351389, 3.1889577 39.3515282, 3.1889673 39.3516946, 3.1889247 39.3517902, 3.1888639 39.3518184, 3.1888274 39.3518842, 3.1888342 39.3520208, 3.1884561 39.3520355, 3.1879453 39.3519894, 3.1879798 39.3515567, 3.1878905 39.3512271, 3.1876462 39.3510724, 3.1871707 39.3508249, 3.1867179 39.3508391, 3.1856885 39.3503989, 3.1854056 39.3504043, 3.1854113 39.3500911, 3.1856985 39.3497205, 3.1860981 39.3495737, 3.1864789 39.349563, 3.1867501 39.3498968, 3.1870609 39.3498054, 3.1879497 39.3489485, 3.1886652 39.3484947, 3.1896614 39.348214, 3.1899949 39.3483224, 3.1901367 39.3482868, 3.1900036 39.3481141, 3.1901539 39.3479716, 3.1898742 39.3477383, 3.1892048 39.347381, 3.1895314 39.3473648, 3.1903824 39.3475932, 3.19019 39.3473765, 3.1905463 39.3471576, 3.1903815 39.3469336, 3.1908211 39.3467859, 3.1911292 39.3468305, 3.1919539 39.3462466, 3.1922839 39.3462369, 3.1919291 39.3459386, 3.1921107 39.3455906, 3.1918623 39.3450189, 3.1913494 39.3447136, 3.1908926 39.3445487, 3.1907833 39.344671, 3.1906391 39.3446913, 3.1903937 39.3445854, 3.1902841 39.3444526, 3.1902662 39.3442373, 3.1896602 39.3439056, 3.1894933 39.3439222, 3.1893148 39.3438429, 3.189177 39.343858, 3.1891633 39.3437352, 3.1892757 39.3435441, 3.1891336 39.3434199, 3.1892527 39.3431305, 3.1891172 39.3424506, 3.189087 39.3418609, 3.1881554 39.3409076, 3.1880108 39.3403857, 3.1881896 39.3400284, 3.1881121 39.3399819, 3.1879927 39.3397673, 3.1882681 39.3396549, 3.1879459 39.3395749, 3.1879707 39.3394043, 3.1879805 39.3391941, 3.1877943 39.3390025, 3.1876814 39.33906, 3.1875518 39.3390193, 3.187535 39.3389559, 3.1873301 39.3389159, 3.1872171 39.3389021, 3.187171 39.3387266, 3.1870537 39.3386893, 3.1869932 39.3385992, 3.187171 39.3386223, 3.1874221 39.3387751, 3.188181 39.3387242, 3.188848 39.3388221, 3.1892895 39.3387241, 3.1889899 39.3377042, 3.1886987 39.3379937, 3.1885041 39.3373455, 3.1880073 39.3372359, 3.1879719 39.3369355, 3.1872927 39.3368757, 3.1873286 39.3365844, 3.1872036 39.3365172, 3.1870291 39.336297, 3.1872515 39.3359856, 3.1873638 39.33562, 3.1865185 39.3350307, 3.1855293 39.3349133, 3.184292 39.3353342, 3.1831667 39.3354475, 3.1819874 39.3353668, 3.180879 39.3352013))",,,,,,,,,,,,,,,,,,,,,,"[[[502669374, 1306876356, 1306876418, 1306876401, 1306876323, 502669377, 1306876425, 5777727736, 5777727737, 1306876339, 5777727735, 5777727734, 5777727732, 5777727733, 1306876358, 5777727731, 25299247, 1306876439, 1306876420, 5780438662, 5780438661, 5780438663, 5780438664, 1306876387, 5780438665, 5780438666, 5777727730, 5780438668, 5780438670, 5780438669, 5780438667, 1306876344, 5780438671, 5780438672, 1306876406, 5780438674, 5780438675, 5780438673, 1306876366, 1306876427, 1306876443, 1306876363, 1306876325, 4723152602, 4723152603, 1306876390, 9769401796, 9769401794, 9769401795, 1306876340, 1306876402, 1306876364, 9769401010, 1306876426, 9769401009, 289543695, 289543698, 1257037913, 5777727738, 5777727739, 1257037838, 1306757871, 1306757704, 1306758106, 1306758206, 1306758044, 1306757839, 1306757682, 1306757955, 1306758013, 1306757745, 1306757788, 1306758209, 1306758006, 289543651, 1306757781, 1306758202, 1306757677, 1306758040, 1306758077, 459487779, 1951023249, 1306757835, 459487775, 459487747, 1306757807, 1306758048, 459487771, 459487766, 459487759, 459487739, 289543654, 459487733, 459487729, 3066566884, 3066566883, 3066566882, 3066566881, 3066566880, 3066566879, 3066566878, 3066566877, 3066566876, 3066566875, 1091908072, 3066566874, 3066566873, 3066566872, 3066566871, 3066566870, 3066566869, 3066566868, 3066566867, 3066566864, 3066566863, 3066566856, 3066566847, 3066566843, 3066566845, 3066566846, 3066566851, 3066566852, 3066566849, 1304209607, 3066559027, 3066559023, 3066559016, 3066559008, 3066559012, 3066559019, 3066559018, 3066559009, 3066559006, 3066559004, 3066559000, 3066558997, 3066558998, 3066558999, 3066559001, 3066559017, 3066559022, 289543658, 3066559011, 3066559014, 3066559015, 3066559021, 3066559024, 3066559026, 3066559031, 3066559032, 3066566834, 3066566836, 3066566841, 3066566844, 3066566850, 3066566853, 3066566855, 1304209688, 3066566854, 3066566848, 3066566839, 3066559028, 3066559029, 3066559030, 3066566837, 3066566840, 3066566842, 3066566835, 3066566838, 1304209519, 3066559025, 3066559020, 3066559002, 3066559005, 1304209710, 3066559010, 3066559007, 3066559003, 289543806, 3066559013, 3066566833, 1304209604, 1306757777, 1304209483, 1306758003, 1304209673, 1304209490, 1951249851, 1092069980, 1304209733, 1306758166, 1304209678, 289543664, 9915729105, 9915729106, 9915766267, 9915766268, 289543705, 9915766265, 9915766266, 1306757726, 9915766264, 1306757912, 1306758038, 289543807, 1304209518, 1306757659, 1306757803, 1306758024, 1307013606], [1307013606, 1307013553, 1307013590, 1307013667, 1307013654, 1307013598, 1307013631, 1307013575, 1307013619, 1307013560, 10092533537, 1307013597, 1307013676, 1307013659, 1307013601, 1307013636, 1307013647, 1307013589, 1307013574, 1307013653, 1307013552, 1307013630, 1307013645, 1307013586, 1307013625, 1307013565, 1307013549, 1307013629, 1307013561, 1307013638, 1307013591, 1307013670, 1307013570, 1307013648, 1307013632, 1307013576, 1307013613, 1307013555, 1307013568, 1307013581, 1307013661, 1307013562, 1307013640, 1307013595, 1307013674, 1307013572, 1307013651, 1307013634, 1307013579, 1307013617, 1307013558, 1307013660, 1307013642, 1307013583, 1307013622, 1307013563, 1307013602, 1307013539, 1307013664, 1307013608, 1307013643, 1307013584, 1307013628, 1307013571, 1307013607, 1307013547, 1307013671, 10093097103, 10093097102, 10093097105, 10093097106, 10093097104, 1307013614, 10092621388, 10092709513, 10092709511, 10092709512, 10092709510, 1307013649, 1307013592, 10092709509, 10092621389, 10092767819, 1307013535, 10092767821, 10092767820, 10092767817, 10092767818, 10092621390, 1307013623, 10092621393, 10092767822, 304639656, 1307013554, 10092767829, 10092767828, 10092767827, 10092767823, 10092767824, 10092767825, 10092767826, 289544445, 289544444, 289544443, 289544362, 289544361, 289544360, 289544442, 289544358, 289544357, 289544356, 289544355, 289544441, 289544353, 289544352, 289544351, 289544440, 289544349, 289544439, 729549367, 729549368, 729549370, 4366220602, 729549371, 729549372, 729593732, 729593726, 4366220603, 729593727, 729593728, 729593729, 729593730, 729593720, 729593721, 729593723, 729593724, 729593725, 729593714, 729593738, 2596538434, 4366220625, 729593739, 4366220626, 729593740, 729593741, 2924844063, 729593742, 729593744, 729593745, 729593751, 729593752, 9769401717, 729593753, 729593754, 729593755, 729593756, 729593757, 729593758, 729593759, 502669374]]]",,,,,nature_reserve,,,,,,,,,,,,,"[171834500, 171834488]",multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,6803025,,,,,,,attraction,,,,"POLYGON ((3.379811 39.5933925, 3.3798261 39.593382, 3.3798519 39.5932231, 3.3798671 39.5932126, 3.3814011 39.5927815, 3.3814148 39.592757, 3.3815451 39.5918587, 3.3815345 39.5918412, 3.3802278 39.5917139, 3.3802096 39.5917337, 3.380193 39.5917968, 3.3800672 39.5917758, 3.3800565 39.5917384, 3.3800459 39.591687, 3.3800095 39.5916695, 3.3799868 39.5916228, 3.3799677 39.5915993, 3.3790887 39.5905224, 3.379063 39.5905124, 3.3788658 39.5903423, 3.3786771 39.5902531, 3.3785249 39.5902167, 3.3783341 39.5902531, 3.3781798 39.5903456, 3.3780576 39.5904199, 3.3778239 39.5905075, 3.3777639 39.5905637, 3.3777617 39.5906149, 3.3778025 39.590714, 3.3783556 39.5914657, 3.3783427 39.5914838, 3.378317 39.5914772, 3.379811 39.5933925), (3.3808318 39.592891, 3.3807245 39.5926843, 3.3804348 39.5925686, 3.3802792 39.5922255, 3.3804723 39.5921097, 3.3810034 39.5918493, 3.3814916 39.5918906, 3.3813789 39.5927381, 3.3808318 39.592891))",,,,,,,,,,,,,,,,,,,,,,"[[[2388839222, 2388839342, 2388839341, 2388839334, 2388839332, 2388839304, 2388839300, 2388839264, 2388839262, 2388839248, 2388839251, 2388839259, 2388839257, 2388839254, 2388839245, 2388839242, 2388839239, 2388839236, 2388839173, 2388839171, 2388839141, 2388839129, 2388839125, 2388839127, 2388839145, 2388839157, 2388839167, 2388839182, 2388839193, 2388839199, 2388839220, 2388839224, 2388839222], [4561686303, 4561686304, 4561686305, 4561686306, 4561686307, 4561686308, 4561686309, 4561686310, 4561686303]]]",,,,,,,,,,,,,,,,,,"[230372510, 460531648]",multipolygon,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,35346188,Coves d'Artà,Coves d'Artà,,,,,attraction,,Q1138119,ca:Coves d'Artà,POINT (3.4509834 39.6560947),,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,"Apr-Oct 10:00-18:00, Jul-Sep 10:00-19:00, Nov-Mar 10:00-17:00",,,,,,,,,,,,,,,,,,+34 971 841 293,https://cuevasdearta.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,269635555,Fonts Ufanes,Fonts Ufanes,,,,,attraction,,Q11922561,ca:Fonts Ufanes,POINT (2.9622367 39.8036708),,,,spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,274070169,Far de Formentor,Far de Formentor,,,Faro de Formentor,,attraction,,Q5856409,es:Faro de Formentor,POINT (3.212287 39.9613679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Cap_De_Formentor_Lighthouse.jpg,https://photos.app.goo.gl/MSjQPYzWB3dc6Kq28,lighthouse,Fl,white,4,210,20,21,6,85,"0.2+(3.1),0.2+(3.1),0.2+(3.1),0.2+(9.9)",E 0296,Cabo de Formentor,light_major,1863-04-30,File:Cap_De_Formentor_Lighthouse.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,350564086,Via Verda,Via Verda,,,Vía Verde,,attraction,,,,POINT (3.3483432 39.6909749),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,678832675,Necròpolis de Son Real,Necròpoli de Son Real,,,,,attraction,,Q727501,ca:Necròpoli de Son Real,POINT (3.1821989 39.7549582),,,,,,,,archaeological_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,necropolis,necropolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,710196103,,,,,,,attraction,,,,POINT (3.0144291 39.8818148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,fountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,710209579,Cases de Neu,,,,,,attraction,,Q2247328,de:Schneehäuser auf Mallorca,POINT (2.9394267 39.8452833),,,,,,,,yes,,yes,,,,,,,,,,,To store snow for medical purposes and to keep fish fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,976087512,Cova Tancada des Cap de Menorca,,,,,,attraction,,,,POINT (3.1912291 39.8541517),,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,987682556,Cova de ses Bruixes,Cova de ses Bruixes,,,,,attraction,,,,POINT (2.9223203 39.9005021),,,no,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1129339488,Son Real,Son Real,,,,,attraction,,,,POINT (3.182411 39.7370278),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,locality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1273210106,La Cova de davant l'Illa des Porros,,,,,,attraction,,,,POINT (3.1856664 39.7531428),,,,,,,,archaeological_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,megalith,megalith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4217753489,Streetmarket,,,,,,attraction,,,,POINT (3.3487604 39.6917783),,,,,,,,,,,,yes,,,,carrer Ciutat,,,,,,,,,Tu 08:00-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6135405710,Son Catiu,,,,,,attraction,https://www.soncatiu.com/tienda.php,,,POINT (2.9581037 39.7100631),,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,craft,,,,,,,,,,,,,,,,,,,,,,,,,,Olive oil tasting and guided tours,olive_oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6603627885,,,,,,,attraction,,,,POINT (3.1043958 39.7877418),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27211195,Carrer del Calvari,Carrer del Calvari,,Calvari Steps,,,attraction,,Q18018993,,"LINESTRING (3.0144915 39.878165, 3.0141915 39.8784013, 3.0140211 39.8785553, 3.0135482 39.8789706, 3.0128643 39.8795267, 3.0124061 39.8798658, 3.0121459 39.880141)",,yes,,,,,,,,,,no,,,,,,,,,,"[298606725, 1174121664, 680397300, 897075953, 301226664, 301226798, 298606726]",,,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,steps,up,no,no,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27445650,Porta des Moll,,,,Puerta del Muelle,,attraction,,,,"POLYGON ((3.1235874 39.853278, 3.1235556 39.8532056, 3.123524 39.8531339, 3.1235849 39.8531182, 3.1236162 39.8531895, 3.1236482 39.8532622, 3.1235874 39.853278))",,,,,,,,city_gate,,,,,,,,,,,,,,"[301340078, 683577823, 301340079, 301340080, 1580704986, 301340082, 301340078]",,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
