element_type,osmid,name,name:ca,name:de,name:en,name:es,name:he,tourism,website,wikidata,wikipedia,geometry,barrier,foot,fee,natural,castle_type,castle_type:ca,ele,historic,note,ruins,toilets:wheelchair,wheelchair,wheelchair:description,addr:housenumber,addr:postcode,addr:street,email,name:eo,name:fr,phone,description,nodes,name:sk,nudism,opening_hours,surface,leisure,sport,amenity,building,religion,aeroway,area,display_name,source,place,abandoned:landuse,access,shop,ways,type,landuse,contact:phone,contact:website,image,image:0,man_made,seamark:light:1:character,seamark:light:1:colour,seamark:light:1:group,seamark:light:1:height,seamark:light:1:period,seamark:light:1:range,seamark:light:1:sector_end,seamark:light:1:sector_start,seamark:light:1:sequence,seamark:light:reference,seamark:name,seamark:type,start_date,wikimedia_commons,archaeological_site,site_type,drinking_water,comment,craft,handrail,highway,incline,lit,ramp,step_count,bridge,heritage,heritage:operator,layer,tower:type,denomination,architect,addr:city,operator,artwork_type,description:en,alt_name,official_name,building:architecture,height,url,url:0,contact:facebook,contact:instagram,contact:twitter,contact:youtube,opening_hours:covid19,date,alt_name:en,source:description,building:colour,building:material,name:lt,name:ru,note:fee,roof:colour,product,material,waterway,charge,building:levels,source:date
way,35961613,Castell de Capdepera,Castell de Capdepera,,,,,attraction,http://www.capdeperacastell.com/,,es:Castillo de Capdepera,"POLYGON ((3.4334193 39.70502, 3.4333322 39.7049785, 3.433342 39.7049714, 3.4332427 39.7049289, 3.4332558 39.7049137, 3.4332427 39.7049092, 3.4332535 39.7048971, 3.4330832 39.7048141, 3.4330034 39.7047344, 3.4325481 39.7044141, 3.432398 39.7042761, 3.4328772 39.7041362, 3.4328582 39.7040948, 3.4329326 39.7040745, 3.4329484 39.7041171, 3.4333227 39.704014, 3.4333739 39.7040428, 3.4335205 39.7041252, 3.4335849 39.7041216, 3.4335768 39.7041691, 3.4335365 39.7041804, 3.4334796 39.7045212, 3.4335297 39.7045253, 3.4335231 39.7045784, 3.4334737 39.7045724, 3.433428 39.7048148, 3.4334944 39.7048285, 3.4334846 39.7048666, 3.4335131 39.7049004, 3.4334193 39.70502))",wall,,,,defensive,,,castle,,,,no,,,,,,,,,,"[420356860, 2387511832, 2387511831, 2387511830, 2387511829, 2387508294, 420356866, 2387508290, 2387508288, 2387508287, 420356861, 420356862, 2387511822, 2387511821, 2387511823, 420356863, 3637887997, 420356864, 2387511824, 2387508286, 420356865, 2387511825, 2387511826, 2387511828, 2387511827, 2387508289, 2387508291, 2387508292, 2387508293, 420356860]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44641511,Planetarium,,,,,,attraction,,,,"POLYGON ((2.9504309 39.6424027, 2.9504845 39.6423712, 2.9505163 39.642315, 2.9504916 39.6422534, 2.9504247 39.6422188, 2.950185 39.6422236, 2.9501884 39.6423247, 2.9501912 39.6424075, 2.9504309 39.6424027))",,,,,,,,,,,,,,,,,,,,,,"[566671163, 567324588, 567324589, 567324590, 566671166, 566671168, 2459298366, 566671165, 566671163]",,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,52385372,Campament dels Soldats,Campament dels Soldats,Lager der Soldaten,,,,attraction,,,,"POLYGON ((3.3479066 39.7467339, 3.3487436 39.7460656, 3.3482614 39.7456656, 3.3479169 39.7456513, 3.3475405 39.7460287, 3.3475777 39.7461544, 3.3476917 39.7462299, 3.3477336 39.7462792, 3.3477727 39.7463499, 3.3477794 39.7464262, 3.3477451 39.7465021, 3.3476815 39.7465818, 3.3475218 39.7466965, 3.347374 39.7468215, 3.3473116 39.7468607, 3.3479066 39.7467339))",,,,,,,,ruins,,,,,,,,,,,,,,"[666172172, 666172179, 666172187, 1740124948, 1740124934, 666169757, 1613146016, 1700171089, 663840462, 1700170929, 1700170957, 1700170912, 1700171100, 663840378, 663840379, 666172172]",,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83266442,Pont Romà,Pont Romà,,,,,attraction,,Q43103827,,"LINESTRING (3.0149952 39.8824325, 3.0150076 39.8824576, 3.015021 39.8824911, 3.0150556 39.8826378)",,,,,,,,,,,,,,,,,,,,,,"[968796312, 1510338888, 968796617, 968796346]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,yes,,,yes,3,Consell de Mallorca,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96731909,Torre de sa Talaia d'en Morey,,,,,,attraction,,,,"POLYGON ((3.3497643 39.7806726, 3.3497725 39.7806758, 3.3497816 39.7806766, 3.3497905 39.780675, 3.3497971 39.780672, 3.349803 39.7806666, 3.3498056 39.7806619, 3.3498065 39.7806549, 3.3498041 39.7806476, 3.3497988 39.7806419, 3.3497892 39.7806372, 3.3497802 39.780636, 3.3497671 39.7806387, 3.34976 39.7806432, 3.3497555 39.780649, 3.3497538 39.7806559, 3.3497559 39.7806644, 3.3497643 39.7806726))",,,,,,,,yes,Signal tower,,,,,,,,,,,,,"[1120194542, 1627296499, 1627296502, 1627296500, 1120194524, 1627296506, 1120194538, 1627296505, 1120194536, 1627296501, 1120194525, 1627296504, 1120194541, 1627296507, 1120194527, 1627296503, 1120194544, 1120194542]",,,,,,,,yes,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97567445,Ermita de la Victòria,Ermita de la Victòria,,,,,attraction,,Q17619071,ca:Mare de Déu de la Victòria,"POLYGON ((3.1709574 39.8738, 3.1712022 39.8737414, 3.1711596 39.8736366, 3.1709148 39.8736953, 3.1709574 39.8738))",,,,,,,,,,,,,,,,,,,,,,"[1129581968, 1129581834, 1129582106, 1129581917, 1129581968]",,,,,,,place_of_worship,yes,christian,,,,ideib WMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99993608,Teatre Romà,Teatre Romà,,,teatro romano,,attraction,,Q9082219,ca:Teatre romà d'Alcúdia,"POLYGON ((3.1264085 39.8476109, 3.1265212 39.8474956, 3.1265816 39.8474253, 3.1266051 39.8473437, 3.1266135 39.8472157, 3.1261392 39.8472236, 3.1259858 39.8472718, 3.1262266 39.8475296, 3.1264085 39.8476109))",,,,,,,,,,,,,,,,,,,,,,"[1156165567, 1156165569, 3744505898, 1156165578, 3744505896, 3744505878, 1156165581, 1156165583, 1156165567]",,,"Apr-Sep: Mo-Fr 09:30-20:30; Apr-Sep: Sa,Su 09:30-14:30;Oct-Mar: Mo-Fr 09:30-15:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,170844951,Sa Torre Cega,,,,,,attraction,,,,"POLYGON ((3.4678002 39.7122366, 3.4680316 39.7123284, 3.4681536 39.7121464, 3.4679223 39.7120546, 3.4678002 39.7122366))",,,,,,,,,,,,,,,,,,,,,,"[1819805596, 1819805592, 1819805986, 1819805967, 1819805596]",,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillem Reynés Font,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,177265955,plaça de l'Orient,plaça de l'Orient,,,,,attraction,,,,"POLYGON ((3.4336715 39.7024337, 3.4339199 39.7025094, 3.434077 39.7021328, 3.4338522 39.7020871, 3.4338038 39.7020773, 3.4336715 39.7024337))",,,,,,,,,,,,yes,,,,,,,,,,"[36128700, 1877206625, 1877206624, 1878095651, 1877206623, 36128700]",,,,unhewn_cobblestone,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pedestrian,,yes,,,,,,,,,,Capdepera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,279318783,Torre de Canyamel,Torre de Canyamel,,,,,attraction,,Q1486776,,"POLYGON ((3.4117896 39.6675925, 3.4116291 39.6674854, 3.4117504 39.6673778, 3.4119108 39.6674848, 3.4117896 39.6675925))",,,,,,,,,,,,,,,,,,,,,,"[2835393077, 2835393078, 2835393079, 2835393080, 2835393077]",,,,,,,,yes,,,,,,locality,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,358963815,Església Nova,Església Nova,,,,,attraction,,,,"POLYGON ((3.359518 39.621086, 3.3593722 39.6211756, 3.358989 39.6214404, 3.3588205 39.6213167, 3.3591632 39.621061, 3.3593442 39.6209152, 3.3594707 39.6208144, 3.3595688 39.6208471, 3.3596185 39.6208639, 3.3594705 39.621055, 3.359518 39.621086))",,,,,,,,ruins,,,,,,,,,,,,,unfinished church in neo-gothic style,"[2117842685, 10061544301, 3637895479, 3637895478, 10061544300, 3637895476, 3637895473, 5212746673, 3637895474, 3637895477, 2117842685]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joan Rubió i Bellver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,572865172,Coves de Campanet,Coves de Campanet,,,,,attraction,,,,"POLYGON ((2.9685657 39.7924565, 2.9685811 39.7924732, 2.9686014 39.7924952, 2.9685 39.7925503, 2.9684524 39.792514, 2.9685657 39.7924565))",,,,,,,,,,,,,,,,,,,,,,"[5503469508, 5503469498, 269635535, 5503469506, 5503469505, 5503469508]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,686845922,Ciutat Romana de Pol·lèntia,,,,,,attraction,,,,"POLYGON ((3.1204887 39.850725, 3.1209192 39.8501444, 3.1212142 39.8502514, 3.1213 39.8500991, 3.1206161 39.8498808, 3.1201413 39.8505912, 3.1204887 39.850725))",,,,,,,,,,,,,,,,,,,,,,"[6438279578, 6438279577, 6438279576, 6438279575, 6438279574, 6438279573, 6438279578]",,,"Apr-Sep: Mo-Fr 09:30-20:30; Apr-Sep: Sa,Su 09:30-14:30;Oct-Mar: Mo-Fr 09:30-15:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,686845923,Pol·lèntia,Pol·lèntia,,,,,attraction,,Q1512868,de:Pol·lèntia,"POLYGON ((3.1222415 39.8495843, 3.1226599 39.8495369, 3.1228664 39.849574, 3.1230582 39.8490694, 3.1226479 39.8490324, 3.1221718 39.8487523, 3.1217319 39.8492651, 3.1220779 39.8495389, 3.1222415 39.8495843))",,,,,,,,,,,,,,,,,,,,,,"[6438280386, 6438280385, 6438279584, 6438279583, 6438279582, 6438279581, 6438279580, 6438279579, 6438280386]",,,"Apr-Sep: Mo-Fr 09:30-20:30; Apr-Sep: Sa,Su 09:30-14:30;Oct-Mar: Mo-Fr 09:30-15:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4054659,Ermita de Betlem,Ermita de Betlem,,,,,attraction,,Q1355964,ca:Ermita de Betlem,"MULTIPOLYGON (((3.3110341 39.7371966, 3.311172 39.7372878, 3.3112064 39.7372519, 3.3112903 39.7373354, 3.3113367 39.737302, 3.3114264 39.7373777, 3.3114626 39.7373659, 3.3115331 39.7374103, 3.3116156 39.7373691, 3.3113836 39.7370948, 3.3113412 39.7371161, 3.3112785 39.7370722, 3.3111865 39.7370079, 3.3110978 39.737089, 3.311112 39.7371081, 3.3110743 39.7371413, 3.3110768 39.7371554, 3.3110341 39.7371966)), ((3.3117714 39.7374607, 3.311838 39.7373633, 3.3118031 39.7373182, 3.3117699 39.7373304, 3.3117714 39.7373414, 3.3117334 39.7373669, 3.3116859 39.7373791, 3.3116432 39.737356, 3.3116083 39.7373803, 3.3116907 39.7374266, 3.3117208 39.737401, 3.3117714 39.7374607)))",,,,,,,,,,,,,,,,,,,,,,"[[[3087837835, 3087837836, 3087837837, 3087837838, 3087837839, 3087837840, 3087837841, 3087837842, 3087837843, 3087837844, 3087837845, 3087837835], [1120205181, 1120205281, 1120205158, 1120205353, 1120205232, 1120205118, 1120205300, 1120205178, 1120205377, 1484692422, 1484692423, 4273567744, 1120205346, 1120205231, 1484692424, 1120205116, 1484692419, 1120205181]]]",,,,,,,place_of_worship,yes,christian,,,,ideib WMS,,,,,"[304249819, 96735177]",multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,461796868,Capocorb Vell,Poblat talaiòtic de Capocorb Vell,,,,,attraction,,Q1034758,en:Capocorb Vell,POINT (2.8245405 39.3976431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,810080651,Banys Àrabs,Banys Àrabs,,,,,attraction,,,,POINT (2.6509864 39.5668142),,,yes,,,,,bath,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1378796343,es Drac de na Coca,es Drac de na Coca,,Drac (Dragon) de Na Coca,Dragón de na Coca,,attraction,,,,POINT (2.6491686 39.567086),,,,,,,,yes,,,,,,,,,,,,,Stone carving of a legendary dragon that lived in the nearby sewers!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1481230274,Sínia del Hio,,,,,,attraction,,,,POINT (2.3918772 39.5459401),,,,,,,,archaeological_site,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1481230277,Sínia del Maa,,,,,,attraction,,,,POINT (2.3926321 39.5463828),,,,,,,,archaeological_site,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2271766527,Gun,,,,,,attraction,,,,POINT (2.4567032 39.5051307),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2992214120,Casino De Mallorca,,,,,,attraction,https://www.casinodemallorca.com/,,,POINT (2.6202657 39.5514149),,,,,,,,,,,,,,,07015,,,,,,,,,,,,,,casino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palma de Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3393503819,Jungle Park Junior,,,,,,attraction,,,,POINT (2.5852852 39.5398374),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4346041719,Forestal park,,,,,,attraction,http://www.forestalparkmallorca.com,,,POINT (2.7515306 39.5189279),,,,,,,,,,,,,,,,,,,,+34 606816249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4843898522,Plaça Major,Plaça Major,,,Plaza mayor,,attraction,,,,POINT (2.6517252 39.5713778),,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4986826929,,,,,,,attraction,,,,POINT (2.6498854 39.5688),,,,,,,,,,,,,,7,,carrer de l'Almudaina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8044656691,,,,,,,attraction,,,,POINT (2.6533098 39.5706548),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8044656692,,,,,,,attraction,,,,POINT (2.6533098 39.5705266),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8044656693,,,,,,,attraction,,,,POINT (2.6533098 39.5704007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8044677985,,,,,,,attraction,,,,POINT (2.6531429 39.5703298),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9653890517,,,Alter Olivenbaum,,,,attraction,,,,POINT (2.6500888 39.5695825),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23282751,Sa Llotja,Sa Llotja,,,Lonja de Palma,,attraction,,Q1866881,ca:Llotja de Palma,"POLYGON ((2.6440276 39.5684036, 2.6442578 39.5685923, 2.6446052 39.5683401, 2.6443752 39.568151, 2.6440276 39.5684036))",,,,,,,,yes,,,,,,5,,Plaça de la Llotja,,,,,,"[252002790, 252002791, 252002792, 252002793, 252002790]",,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Consell de Mallorca,,,,,,,,1400s gothic building for merchants to trade at.,Llotja de Palma,La Llotja dels Mercaders de Palma,,,,,,,,,,,,,,,,,,,,,,,,
way,25883629,La Seu,La Seu,Kathedrale der Heiligen Maria von Palma de Mallorca,Palma Cathedral,Catedral de Santa María de Palma de Mallorca,,attraction,https://catedraldemallorca.org,Q1298819,es:Catedral de Santa María de Palma de Mallorca,"POLYGON ((2.6475738 39.5674586, 2.6476372 39.5674256, 2.647669 39.5674367, 2.6479771 39.5672846, 2.6484082 39.567078, 2.6485236 39.5670787, 2.6487917 39.5670528, 2.6488864 39.5670909, 2.648932 39.5671464, 2.6489404 39.56722, 2.6487646 39.5673149, 2.6488018 39.5673709, 2.6488017 39.5674058, 2.6487264 39.5674456, 2.6487634 39.5674877, 2.648716 39.5675118, 2.648744 39.5675527, 2.6487739 39.5675418, 2.6488048 39.5675954, 2.6488744 39.5677163, 2.6488834 39.5677319, 2.6488917 39.5677464, 2.6488788 39.5677506, 2.6488585 39.5677582, 2.6487704 39.5677894, 2.6487081 39.5678133, 2.6486902 39.5678208, 2.6486626 39.5677725, 2.648635 39.5677921, 2.6486204 39.5677927, 2.6486083 39.5677894, 2.6485728 39.5677786, 2.648429 39.5678245, 2.648416 39.5677886, 2.6484051 39.5677584, 2.6483658 39.5676853, 2.6480034 39.5678686, 2.6480199 39.5678877, 2.6479568 39.5679197, 2.6479199 39.5678796, 2.6479308 39.5678583, 2.6478665 39.5677826, 2.6478251 39.5678009, 2.6477827 39.5677547, 2.6477915 39.5677447, 2.6477515 39.5676956, 2.6477042 39.5676377, 2.6476901 39.5676439, 2.6476633 39.5676064, 2.6476702 39.5675895, 2.6476932 39.567575, 2.6476365 39.5674945, 2.6476089 39.567503, 2.6475738 39.5674586))",,,,,,,,church,,,yes,yes,Der Zugang für Rollstuhlfahrer ist über den Ausgang des Souvenir Shops. Toilette sogleich im Laubengang.,,,,,,,,,"[282346285, 1840232111, 1840232099, 683886521, 282346287, 282346288, 1840232072, 282346289, 1840232116, 282346290, 1840232090, 1840232078, 282346291, 1840232123, 1840232109, 1840232097, 282346292, 6822929584, 6875764100, 6856680777, 6823048500, 312986502, 8035377979, 8035377982, 6856680768, 6872681105, 312986501, 6822929583, 6822929582, 8035377978, 6822929581, 6822929580, 312986499, 6823026239, 6822929579, 312986498, 1840232085, 1840232070, 282346293, 1840232095, 1840232084, 1840232069, 1840232082, 1840232068, 1840232114, 6823048501, 1840232102, 1840232075, 1840232118, 1840232106, 1840232092, 1840232080, 1840232125, 282346285]",,,Mo-Fr 10:00-17:15; Sa 10:00-14:15,,,,place_of_worship,cathedral,christian,,,,,,,,,,,,,,https://photos.app.goo.gl/tYybDRWVK3y285os9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Consell de Mallorca,,,catholic,,,,,,Catedral de Mallorca,Catedral de Santa María de Palma de Mallorca,gothic,44,https://www.youtube.com/c/CatedralMallorca,https://youtu.be/OWnzMAdP3G8,,,,,,,,,,,,,,,,,,,,
way,167049938,,,,,,,attraction,,,,"POLYGON ((2.5351153 39.5077798, 2.5353052 39.5077882, 2.5352973 39.5078944, 2.5351075 39.507886, 2.5351153 39.5077798))",,,,,,,,,,,,,,,,,,,,,,"[1784557641, 1784557644, 1784557646, 1784557643, 1784557641]",,,,,swimming_pool,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/p_fW9DgbWNY,,,,,,,,,,,,,,,,,,,,,
way,206594763,Torre de Cala Figuera,Torre de Cala Figuera,,,,,attraction,http://www.mallorca-torres.de/index_de.php?site=torres&rubrik=calafiguera,Q22066402,,"POLYGON ((2.5200933 39.4581991, 2.5200806 39.4581906, 2.5200639 39.4581888, 2.5200486 39.4581942, 2.5200395 39.4582051, 2.5200395 39.4582181, 2.5200486 39.4582291, 2.5200639 39.4582345, 2.5200806 39.4582326, 2.5200934 39.4582241, 2.5200981 39.4582116, 2.5200933 39.4581991))",,,,,,,,ruins,,,,,,,,,,,,,,"[2166199564, 2166199562, 2166199561, 2166199563, 2166199565, 2166199568, 2166199569, 2166199571, 2166199570, 2166199567, 2166199566, 2166199564]",,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,295500564,Castell de Sant Carles,Castell de Sant Carles,,,Castillo de San Carlos,,attraction,http://www.museomilitarsancarlos.com,Q577830,ca:Fortalesa de Sant Carles,"POLYGON ((2.6207084 39.5456543, 2.6212994 39.5459332, 2.6212994 39.5459768, 2.6213189 39.5460162, 2.6213471 39.5460434, 2.6213806 39.5460625, 2.6214124 39.5460734, 2.6214441 39.546072, 2.6215517 39.5463659, 2.6224886 39.5465196, 2.6225321 39.5465729, 2.6225808 39.5465931, 2.622824 39.5466008, 2.6228403 39.5467547, 2.622854 39.5467672, 2.6228715 39.5467758, 2.6228914 39.5467835, 2.6229176 39.5467845, 2.623111 39.5467364, 2.623242 39.5469115, 2.6232632 39.5469259, 2.6232856 39.5469317, 2.6233093 39.5469317, 2.6233418 39.5469278, 2.6233655 39.5469182, 2.6233755 39.5469028, 2.6235801 39.5465478, 2.6241502 39.5462419, 2.6242598 39.5461245, 2.624225 39.5459404, 2.6242518 39.5457823, 2.624006 39.5456719, 2.6227266 39.5456271, 2.6215107 39.5455781, 2.620678 39.5455455, 2.6207084 39.5456543))",,,no,,,,,castle,,,,,,,,,,,,,,"[2271432283, 2271432284, 2271432285, 2271432286, 2271432287, 2271432288, 2271432289, 2271432290, 2271432297, 2271432300, 2271432302, 2271432304, 2271432305, 2271432307, 2271432308, 2271432309, 2271432310, 2271432311, 2271432306, 2271432313, 2271432315, 2271432316, 2271432317, 2271432318, 2271432314, 2271432312, 2271432301, 2271432296, 2992314800, 2992314822, 2271118114, 2271118111, 2271118109, 2271118104, 2271118099, 2271432283]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle built in the 1600s. Now houses a military museum.,,,,,,,,,,,,,,,,,,,,,,,,,,
